Date,CustomerId,ItemId,Quantity,UnitPrice,Discount,Subtotal,ItemName
2025-04-26,CUST0024,ITEM002,5,47.78,0.06,224.57,Pencil
2025-04-02,CUST0040,ITEM026,3,40.33,0.19,98.0,Desk Organizer
2025-05-04,CUST0142,ITEM013,4,42.46,0.05,161.35,Tape
2025-04-14,CUST0141,ITEM005,4,12.02,0.04,46.16,Sharpener
2025-03-16,CUST0074,ITEM029,8,31.66,0.03,245.68,Bulletin Board
2025-03-05,CUST0024,ITEM012,3,48.65,0.08,134.27,Scissors
2025-03-29,CUST0022,ITEM030,6,7.09,0.09,38.71,Push Pins
2025-04-08,CUST0016,ITEM023,2,18.15,0.17,30.13,Sketch Pad
2025-05-10,CUST0105,ITEM004,7,31.94,0.06,210.17,Eraser
2025-04-30,CUST0056,ITEM029,2,31.66,0.09,57.62,Bulletin Board
2025-03-28,681ef40f11f6648efb65ba89,ITEM011,6,5.93,0.05,33.8,Glue Stick
2025-04-05,CUST0084,ITEM024,5,21.49,0.04,103.15,Index Cards
2025-04-05,CUST0011,ITEM015,3,13.18,0.05,37.56,Folder
2025-04-03,CUST0033,ITEM001,4,21.85,0.08,80.41,Notebook
2025-03-20,CUST0075,ITEM028,7,28.14,0.03,191.07,Label Maker
2025-05-05,CUST0020,ITEM020,1,18.11,0.2,14.49,Whiteboard Marker
2025-04-04,CUST0010,ITEM011,1,5.93,0.17,4.92,Glue Stick
2025-04-25,CUST0106,ITEM003,4,37.94,0.1,136.58,Pen
2025-04-15,CUST0082,ITEM005,6,12.02,0.0,72.12,Sharpener
2025-03-07,CUST0077,ITEM001,3,21.85,0.05,62.27,Notebook
2025-03-22,CUST0084,ITEM020,1,18.11,0.12,15.94,Whiteboard Marker
2025-04-17,CUST0071,ITEM002,4,47.78,0.17,158.63,Pencil
2025-04-25,CUST0099,ITEM004,6,31.94,0.14,164.81,Eraser
2025-03-23,CUST0068,ITEM004,7,31.94,0.14,192.28,Eraser
2025-04-26,CUST0150,ITEM011,4,5.93,0.13,20.64,Glue Stick
2025-04-24,CUST0041,ITEM009,6,32.05,0.12,169.22,Compass
2025-04-26,CUST0012,ITEM016,3,13.25,0.08,36.57,Calculator
2025-04-28,CUST0007,ITEM030,9,7.09,0.15,54.24,Push Pins
2025-03-03,CUST0135,ITEM003,3,37.94,0.06,106.99,Pen
2025-03-05,CUST0007,ITEM003,3,37.94,0.13,99.02,Pen
2025-04-20,CUST0099,ITEM007,4,7.61,0.14,26.18,Highlighter
2025-04-19,CUST0058,ITEM003,6,37.94,0.0,227.64,Pen
2025-03-31,CUST0095,ITEM002,1,47.78,0.17,39.66,Pencil
2025-05-14,CUST0062,ITEM024,10,21.49,0.08,197.71,Index Cards
2025-05-01,CUST0020,ITEM011,3,5.93,0.08,16.37,Glue Stick
2025-03-21,CUST0115,ITEM022,8,11.28,0.1,81.22,Graph Paper
2025-04-12,CUST0027,ITEM002,4,47.78,0.08,175.83,Pencil
2025-05-09,CUST0030,ITEM002,2,47.78,0.12,84.09,Pencil
2025-03-15,CUST0023,ITEM004,4,31.94,0.09,116.26,Eraser
2025-04-13,CUST0126,ITEM012,2,48.65,0.15,82.7,Scissors
2025-04-21,CUST0127,ITEM005,7,12.02,0.14,72.36,Sharpener
2025-04-21,CUST0131,ITEM016,7,13.25,0.07,86.26,Calculator
2025-04-08,CUST0007,ITEM010,5,36.86,0.02,180.61,Protractor
2025-03-10,CUST0147,ITEM006,6,12.02,0.04,69.24,Marker
2025-05-11,CUST0136,ITEM019,8,24.44,0.13,170.1,Sticky Notes
2025-03-15,CUST0065,ITEM027,3,13.99,0.14,36.09,File Tray
2025-03-13,CUST0004,ITEM025,6,25.52,0.17,127.09,Correction Fluid
2025-04-05,CUST0081,ITEM006,5,12.02,0.04,57.7,Marker
2025-04-28,CUST0062,ITEM010,4,36.86,0.08,135.64,Protractor
2025-04-14,CUST0019,ITEM027,7,13.99,0.08,90.1,File Tray
2025-04-17,CUST0002,ITEM020,6,18.11,0.06,102.14,Whiteboard Marker
2025-03-21,CUST0099,ITEM030,7,7.09,0.15,42.19,Push Pins
2025-03-14,CUST0086,ITEM019,7,24.44,0.13,148.84,Sticky Notes
2025-03-18,CUST0108,ITEM014,3,14.56,0.16,36.69,Binder
2025-05-07,CUST0036,ITEM001,6,21.85,0.2,104.88,Notebook
2025-03-04,CUST0042,ITEM002,2,47.78,0.12,84.09,Pencil
2025-04-17,CUST0102,ITEM002,4,47.78,0.11,170.1,Pencil
2025-03-09,CUST0062,ITEM028,7,28.14,0.12,173.34,Label Maker
2025-03-09,CUST0128,ITEM029,7,31.66,0.11,197.24,Bulletin Board
2025-04-20,CUST0098,ITEM030,5,7.09,0.04,34.03,Push Pins
2025-04-14,CUST0150,ITEM030,8,7.09,0.15,48.21,Push Pins
2025-05-06,CUST0056,ITEM001,4,21.85,0.04,83.9,Notebook
2025-03-29,CUST0015,ITEM005,5,12.02,0.03,58.3,Sharpener
2025-04-12,CUST0040,ITEM010,7,36.86,0.04,247.7,Protractor
2025-03-30,CUST0122,ITEM019,3,24.44,0.2,58.66,Sticky Notes
2025-03-15,CUST0058,ITEM022,2,11.28,0.15,19.18,Graph Paper
2025-03-20,CUST0079,ITEM018,6,28.61,0.14,147.63,Paper Clips
2025-04-06,CUST0112,ITEM022,4,11.28,0.14,38.8,Graph Paper
2025-05-09,CUST0112,ITEM030,4,7.09,0.19,22.97,Push Pins
2025-03-17,CUST0058,ITEM016,6,13.25,0.17,65.98,Calculator
2025-04-09,CUST0125,ITEM014,6,14.56,0.2,69.89,Binder
2025-03-22,CUST0015,ITEM026,6,40.33,0.11,215.36,Desk Organizer
2025-04-12,CUST0026,ITEM009,5,32.05,0.09,145.83,Compass
2025-05-06,CUST0128,ITEM021,6,32.53,0.19,158.1,Clipboard
2025-05-05,CUST0130,ITEM018,5,28.61,0.16,120.16,Paper Clips
2025-03-09,CUST0107,ITEM002,5,47.78,0.0,238.9,Pencil
2025-03-21,CUST0082,ITEM024,3,21.49,0.06,60.6,Index Cards
2025-03-09,CUST0041,ITEM028,11,28.14,0.03,300.25,Label Maker
2025-03-29,CUST0024,ITEM024,5,21.49,0.13,93.48,Index Cards
2025-04-27,CUST0019,ITEM006,5,12.02,0.04,57.7,Marker
2025-03-07,CUST0121,ITEM028,8,28.14,0.09,204.86,Label Maker
2025-05-15,CUST0015,ITEM007,3,7.61,0.06,21.46,Highlighter
2025-04-08,CUST0060,ITEM009,4,32.05,0.2,102.56,Compass
2025-04-16,CUST0097,ITEM004,7,31.94,0.02,219.11,Eraser
2025-04-20,CUST0030,ITEM028,4,28.14,0.06,105.81,Label Maker
2025-03-28,CUST0025,ITEM029,11,31.66,0.18,285.57,Bulletin Board
2025-05-13,CUST0085,ITEM002,5,47.78,0.03,231.73,Pencil
2025-05-12,CUST0062,ITEM011,3,5.93,0.07,16.54,Glue Stick
2025-04-10,CUST0036,ITEM005,8,12.02,0.2,76.93,Sharpener
2025-03-04,CUST0135,ITEM023,9,18.15,0.2,130.68,Sketch Pad
2025-04-23,CUST0095,ITEM028,9,28.14,0.02,248.19,Label Maker
2025-05-04,CUST0078,ITEM026,3,40.33,0.13,105.26,Desk Organizer
2025-04-30,CUST0077,ITEM019,0,24.44,0.04,0.0,Sticky Notes
2025-03-09,CUST0058,ITEM006,1,12.02,0.18,9.86,Marker
2025-04-11,CUST0114,ITEM006,7,12.02,0.19,68.15,Marker
2025-04-24,CUST0069,ITEM030,5,7.09,0.07,32.97,Push Pins
2025-03-08,CUST0064,ITEM021,2,32.53,0.14,55.95,Clipboard
2025-03-15,CUST0116,ITEM017,8,18.69,0.17,124.1,Stapler
2025-04-02,CUST0085,ITEM029,5,31.66,0.14,136.14,Bulletin Board
2025-05-16,CUST0125,ITEM020,8,18.11,0.05,137.64,Whiteboard Marker
2025-04-10,CUST0036,ITEM024,5,21.49,0.17,89.18,Index Cards
2025-05-14,CUST0108,ITEM004,4,31.94,0.08,117.54,Eraser
2025-04-04,CUST0148,ITEM002,4,47.78,0.19,154.81,Pencil
2025-03-31,CUST0034,ITEM017,6,18.69,0.16,94.2,Stapler
2025-03-24,CUST0135,ITEM010,6,36.86,0.05,210.1,Protractor
2025-05-01,CUST0141,ITEM019,3,24.44,0.11,65.25,Sticky Notes
2025-04-16,CUST0052,ITEM019,2,24.44,0.09,44.48,Sticky Notes
2025-03-04,CUST0090,ITEM023,5,18.15,0.16,76.23,Sketch Pad
2025-03-09,CUST0043,ITEM011,7,5.93,0.11,36.94,Glue Stick
2025-04-25,CUST0075,ITEM014,4,14.56,0.02,57.08,Binder
2025-04-08,681ef40f11f6648efb65ba89,ITEM001,3,21.85,0.0,65.55,Notebook
2025-04-24,CUST0121,ITEM025,3,25.52,0.0,76.56,Correction Fluid
2025-03-24,CUST0087,ITEM006,5,12.02,0.07,55.89,Marker
2025-05-05,CUST0108,ITEM017,5,18.69,0.06,87.84,Stapler
2025-03-16,CUST0030,ITEM004,9,31.94,0.0,287.46,Eraser
2025-05-10,CUST0127,ITEM028,7,28.14,0.17,163.49,Label Maker
2025-05-06,CUST0004,ITEM009,3,32.05,0.05,91.34,Compass
2025-05-03,CUST0044,ITEM027,6,13.99,0.08,77.22,File Tray
2025-03-22,CUST0097,ITEM020,9,18.11,0.06,153.21,Whiteboard Marker
2025-03-17,CUST0130,ITEM024,5,21.49,0.17,89.18,Index Cards
2025-04-29,CUST0106,ITEM023,4,18.15,0.06,68.24,Sketch Pad
2025-05-17,CUST0065,ITEM014,4,14.56,0.2,46.59,Binder
2025-04-15,CUST0126,ITEM010,4,36.86,0.04,141.54,Protractor
2025-05-11,CUST0003,ITEM022,5,11.28,0.03,54.71,Graph Paper
2025-03-21,CUST0146,ITEM008,6,43.98,0.16,221.66,Ruler
2025-04-01,CUST0084,ITEM009,7,32.05,0.1,201.91,Compass
2025-04-29,CUST0140,ITEM025,2,25.52,0.06,47.98,Correction Fluid
2025-03-18,CUST0061,ITEM007,7,7.61,0.04,51.14,Highlighter
2025-03-14,CUST0109,ITEM005,6,12.02,0.01,71.4,Sharpener
2025-03-28,CUST0148,ITEM002,7,47.78,0.19,270.91,Pencil
2025-03-26,CUST0050,ITEM012,11,48.65,0.05,508.39,Scissors
2025-05-02,CUST0099,ITEM012,5,48.65,0.15,206.76,Scissors
2025-04-29,CUST0138,ITEM015,6,13.18,0.03,76.71,Folder
2025-04-26,CUST0048,ITEM020,6,18.11,0.18,89.1,Whiteboard Marker
2025-03-26,CUST0118,ITEM024,6,21.49,0.04,123.78,Index Cards
2025-04-27,CUST0141,ITEM015,3,13.18,0.13,34.4,Folder
2025-03-25,CUST0112,ITEM007,4,7.61,0.09,27.7,Highlighter
2025-04-25,CUST0002,ITEM013,4,42.46,0.05,161.35,Tape
2025-04-16,CUST0010,ITEM012,4,48.65,0.07,180.98,Scissors
2025-04-25,CUST0150,ITEM027,4,13.99,0.11,49.8,File Tray
2025-03-05,CUST0039,ITEM015,5,13.18,0.05,62.6,Folder
2025-04-28,CUST0127,ITEM014,6,14.56,0.01,86.49,Binder
2025-05-05,CUST0065,ITEM012,3,48.65,0.08,134.27,Scissors
2025-05-06,CUST0037,ITEM009,9,32.05,0.19,233.64,Compass
2025-04-13,CUST0006,ITEM017,5,18.69,0.14,80.37,Stapler
2025-04-30,CUST0127,ITEM006,1,12.02,0.2,9.62,Marker
2025-05-08,CUST0024,ITEM003,4,37.94,0.1,136.58,Pen
2025-05-08,CUST0063,ITEM005,5,12.02,0.17,49.88,Sharpener
2025-05-13,CUST0063,ITEM004,9,31.94,0.19,232.84,Eraser
2025-03-11,CUST0049,ITEM018,12,28.61,0.07,319.29,Paper Clips
2025-03-28,CUST0116,ITEM014,4,14.56,0.15,49.5,Binder
2025-04-10,CUST0086,ITEM012,3,48.65,0.13,126.98,Scissors
2025-04-16,CUST0026,ITEM023,1,18.15,0.18,14.88,Sketch Pad
2025-03-26,CUST0075,ITEM010,5,36.86,0.06,173.24,Protractor
2025-04-13,CUST0115,ITEM008,2,43.98,0.15,74.77,Ruler
2025-04-12,CUST0098,ITEM008,2,43.98,0.03,85.32,Ruler
2025-03-05,CUST0024,ITEM005,5,12.02,0.01,59.5,Sharpener
2025-05-06,CUST0080,ITEM011,7,5.93,0.16,34.87,Glue Stick
2025-03-04,CUST0142,ITEM022,3,11.28,0.11,30.12,Graph Paper
2025-03-14,CUST0112,ITEM003,6,37.94,0.02,223.09,Pen
2025-04-14,CUST0109,ITEM001,5,21.85,0.11,97.23,Notebook
2025-04-04,CUST0072,ITEM003,6,37.94,0.05,216.26,Pen
2025-03-21,CUST0095,ITEM016,3,13.25,0.09,36.17,Calculator
2025-04-30,CUST0049,ITEM002,4,47.78,0.05,181.56,Pencil
2025-05-03,CUST0040,ITEM001,8,21.85,0.01,173.05,Notebook
2025-05-17,CUST0031,ITEM026,3,40.33,0.13,105.26,Desk Organizer
2025-04-19,CUST0044,ITEM010,6,36.86,0.08,203.47,Protractor
2025-03-25,CUST0005,ITEM017,5,18.69,0.04,89.71,Stapler
2025-03-15,CUST0105,ITEM029,4,31.66,0.11,112.71,Bulletin Board
2025-03-24,CUST0099,ITEM002,10,47.78,0.0,477.8,Pencil
2025-03-31,CUST0035,ITEM009,4,32.05,0.12,112.82,Compass
2025-04-22,CUST0021,ITEM005,8,12.02,0.04,92.31,Sharpener
2025-04-15,CUST0148,ITEM005,7,12.02,0.15,71.52,Sharpener
2025-05-05,CUST0086,ITEM029,3,31.66,0.11,84.53,Bulletin Board
2025-04-22,CUST0019,ITEM021,6,32.53,0.16,163.95,Clipboard
2025-05-12,CUST0073,ITEM007,3,7.61,0.08,21.0,Highlighter
2025-03-22,CUST0150,ITEM013,4,42.46,0.04,163.05,Tape
2025-04-02,CUST0060,ITEM014,2,14.56,0.1,26.21,Binder
2025-03-08,CUST0091,ITEM015,3,13.18,0.02,38.75,Folder
2025-04-27,CUST0077,ITEM027,5,13.99,0.13,60.86,File Tray
2025-05-01,CUST0115,ITEM012,5,48.65,0.05,231.09,Scissors
2025-05-16,CUST0024,ITEM021,6,32.53,0.06,183.47,Clipboard
2025-05-16,CUST0113,ITEM008,9,43.98,0.14,340.41,Ruler
2025-05-01,CUST0032,ITEM005,5,12.02,0.05,57.09,Sharpener
2025-04-14,CUST0045,ITEM027,3,13.99,0.03,40.71,File Tray
2025-03-05,CUST0065,ITEM017,7,18.69,0.19,105.97,Stapler
2025-03-12,CUST0083,ITEM029,3,31.66,0.16,79.78,Bulletin Board
2025-04-24,CUST0040,ITEM007,5,7.61,0.09,34.63,Highlighter
2025-05-06,CUST0083,ITEM024,6,21.49,0.13,112.18,Index Cards
2025-03-07,CUST0016,ITEM027,9,13.99,0.16,105.76,File Tray
2025-05-07,CUST0132,ITEM008,5,43.98,0.19,178.12,Ruler
2025-04-02,CUST0030,ITEM015,5,13.18,0.15,56.02,Folder
2025-04-19,CUST0062,ITEM010,4,36.86,0.14,126.8,Protractor
2025-03-23,CUST0143,ITEM013,8,42.46,0.16,285.33,Tape
2025-04-06,CUST0122,ITEM018,3,28.61,0.2,68.66,Paper Clips
2025-03-17,CUST0110,ITEM009,10,32.05,0.04,307.68,Compass
2025-03-29,CUST0108,ITEM026,5,40.33,0.07,187.53,Desk Organizer
2025-03-04,CUST0138,ITEM021,4,32.53,0.05,123.61,Clipboard
2025-04-25,CUST0009,ITEM005,11,12.02,0.05,125.61,Sharpener
2025-04-16,CUST0103,ITEM012,5,48.65,0.19,197.03,Scissors
2025-04-27,CUST0042,ITEM030,8,7.09,0.02,55.59,Push Pins
2025-04-15,CUST0082,ITEM001,7,21.85,0.1,137.66,Notebook
2025-03-23,CUST0057,ITEM027,4,13.99,0.04,53.72,File Tray
2025-04-02,CUST0108,ITEM015,6,13.18,0.07,73.54,Folder
2025-04-14,CUST0110,ITEM003,6,37.94,0.06,213.98,Pen
2025-04-11,CUST0088,ITEM022,3,11.28,0.03,32.82,Graph Paper
2025-05-04,CUST0148,ITEM019,3,24.44,0.02,71.85,Sticky Notes
2025-03-07,CUST0071,ITEM010,8,36.86,0.12,259.49,Protractor
2025-03-23,CUST0007,ITEM019,5,24.44,0.04,117.31,Sticky Notes
2025-04-06,CUST0008,ITEM021,4,32.53,0.11,115.81,Clipboard
2025-03-30,CUST0081,ITEM013,7,42.46,0.13,258.58,Tape
2025-05-17,CUST0075,ITEM028,8,28.14,0.16,189.1,Label Maker
2025-03-06,CUST0114,ITEM014,5,14.56,0.18,59.7,Binder
2025-05-07,CUST0078,ITEM001,3,21.85,0.03,63.58,Notebook
2025-05-08,CUST0123,ITEM012,6,48.65,0.03,283.14,Scissors
2025-05-07,CUST0003,ITEM029,5,31.66,0.1,142.47,Bulletin Board
2025-03-24,CUST0129,ITEM003,4,37.94,0.03,147.21,Pen
2025-03-13,CUST0027,ITEM014,10,14.56,0.11,129.58,Binder
2025-05-01,CUST0108,ITEM028,3,28.14,0.2,67.54,Label Maker
2025-05-15,CUST0030,ITEM013,7,42.46,0.11,264.53,Tape
2025-04-20,CUST0004,ITEM007,4,7.61,0.19,24.66,Highlighter
2025-05-17,CUST0111,ITEM014,6,14.56,0.08,80.37,Binder
2025-04-14,CUST0086,ITEM030,4,7.09,0.1,25.52,Push Pins
2025-04-14,CUST0084,ITEM009,5,32.05,0.08,147.43,Compass
2025-04-06,CUST0059,ITEM025,6,25.52,0.19,124.03,Correction Fluid
2025-04-23,CUST0141,ITEM013,6,42.46,0.05,242.02,Tape
2025-03-26,CUST0052,ITEM006,5,12.02,0.2,48.08,Marker
2025-05-17,CUST0039,ITEM029,3,31.66,0.04,91.18,Bulletin Board
2025-04-15,CUST0016,ITEM014,3,14.56,0.09,39.75,Binder
2025-04-14,CUST0030,ITEM024,3,21.49,0.07,59.96,Index Cards
2025-03-31,CUST0021,ITEM026,2,40.33,0.08,74.21,Desk Organizer
2025-03-05,CUST0054,ITEM020,3,18.11,0.13,47.27,Whiteboard Marker
2025-04-11,CUST0127,ITEM007,3,7.61,0.14,19.63,Highlighter
2025-04-20,CUST0145,ITEM001,1,21.85,0.15,18.57,Notebook
2025-03-28,CUST0123,ITEM028,4,28.14,0.09,102.43,Label Maker
2025-03-29,CUST0077,ITEM026,4,40.33,0.15,137.12,Desk Organizer
2025-03-05,CUST0026,ITEM017,2,18.69,0.05,35.51,Stapler
2025-03-26,CUST0141,ITEM028,5,28.14,0.19,113.97,Label Maker
2025-04-04,CUST0074,ITEM005,4,12.02,0.12,42.31,Sharpener
2025-03-26,CUST0013,ITEM018,5,28.61,0.12,125.88,Paper Clips
2025-05-04,CUST0116,ITEM009,3,32.05,0.03,93.27,Compass
2025-05-11,CUST0138,ITEM007,5,7.61,0.12,33.48,Highlighter
2025-05-03,CUST0084,ITEM015,7,13.18,0.03,89.49,Folder
2025-05-04,CUST0077,ITEM011,5,5.93,0.2,23.72,Glue Stick
2025-03-25,CUST0024,ITEM002,6,47.78,0.13,249.41,Pencil
2025-04-14,CUST0120,ITEM015,8,13.18,0.0,105.44,Folder
2025-03-15,CUST0058,ITEM001,10,21.85,0.06,205.39,Notebook
2025-05-11,CUST0077,ITEM020,6,18.11,0.03,105.4,Whiteboard Marker
2025-03-11,CUST0143,ITEM013,4,42.46,0.05,161.35,Tape
2025-04-14,CUST0086,ITEM001,3,21.85,0.13,57.03,Notebook
2025-03-30,CUST0005,ITEM025,5,25.52,0.07,118.67,Correction Fluid
2025-03-20,CUST0096,ITEM024,1,21.49,0.02,21.06,Index Cards
2025-03-19,CUST0067,ITEM027,3,13.99,0.06,39.45,File Tray
2025-03-10,CUST0106,ITEM013,5,42.46,0.14,182.58,Tape
2025-03-07,CUST0135,ITEM028,5,28.14,0.06,132.26,Label Maker
2025-03-03,CUST0081,ITEM003,8,37.94,0.14,261.03,Pen
2025-03-08,CUST0131,ITEM013,4,42.46,0.15,144.36,Tape
2025-03-13,CUST0094,ITEM026,8,40.33,0.03,312.96,Desk Organizer
2025-04-21,CUST0128,ITEM023,6,18.15,0.01,107.81,Sketch Pad
2025-04-28,CUST0019,ITEM024,2,21.49,0.02,42.12,Index Cards
2025-03-15,CUST0030,ITEM002,4,47.78,0.08,175.83,Pencil
2025-05-14,CUST0104,ITEM021,7,32.53,0.01,225.43,Clipboard
2025-03-31,CUST0013,ITEM009,2,32.05,0.16,53.84,Compass
2025-03-13,CUST0041,ITEM025,4,25.52,0.19,82.68,Correction Fluid
2025-03-21,CUST0047,ITEM015,8,13.18,0.07,98.06,Folder
2025-03-24,CUST0009,ITEM025,2,25.52,0.12,44.92,Correction Fluid
2025-04-15,CUST0136,ITEM003,4,37.94,0.08,139.62,Pen
2025-03-26,CUST0066,ITEM017,7,18.69,0.15,111.21,Stapler
2025-04-22,CUST0073,ITEM003,4,37.94,0.19,122.93,Pen
2025-03-24,CUST0120,ITEM024,7,21.49,0.2,120.34,Index Cards
2025-04-26,CUST0073,ITEM007,4,7.61,0.04,29.22,Highlighter
2025-05-09,CUST0051,ITEM028,2,28.14,0.15,47.84,Label Maker
2025-03-05,CUST0009,ITEM018,3,28.61,0.05,81.54,Paper Clips
2025-05-08,CUST0025,ITEM002,4,47.78,0.03,185.39,Pencil
2025-04-25,CUST0146,ITEM022,6,11.28,0.1,60.91,Graph Paper
2025-05-15,CUST0100,ITEM025,6,25.52,0.13,133.21,Correction Fluid
2025-03-18,CUST0087,ITEM027,3,13.99,0.04,40.29,File Tray
2025-04-17,CUST0013,ITEM009,9,32.05,0.03,279.8,Compass
2025-03-15,CUST0097,ITEM010,6,36.86,0.17,183.56,Protractor
2025-03-31,CUST0142,ITEM010,6,36.86,0.02,216.74,Protractor
2025-04-19,CUST0045,ITEM005,3,12.02,0.07,33.54,Sharpener
2025-05-16,CUST0069,ITEM007,5,7.61,0.02,37.29,Highlighter
2025-04-20,CUST0016,ITEM029,5,31.66,0.19,128.22,Bulletin Board
2025-03-13,CUST0103,ITEM026,6,40.33,0.09,220.2,Desk Organizer
2025-05-02,CUST0055,ITEM009,8,32.05,0.18,210.25,Compass
2025-04-28,CUST0138,ITEM025,3,25.52,0.17,63.54,Correction Fluid
2025-04-24,CUST0005,ITEM025,3,25.52,0.19,62.01,Correction Fluid
2025-03-10,CUST0046,ITEM013,8,42.46,0.1,305.71,Tape
2025-05-02,CUST0107,ITEM003,7,37.94,0.11,236.37,Pen
2025-05-09,CUST0132,ITEM009,6,32.05,0.13,167.3,Compass
2025-03-03,CUST0091,ITEM012,5,48.65,0.07,226.22,Scissors
2025-04-09,CUST0078,ITEM020,4,18.11,0.19,58.68,Whiteboard Marker
2025-04-19,CUST0101,ITEM014,8,14.56,0.15,99.01,Binder
2025-05-14,CUST0073,ITEM022,5,11.28,0.19,45.68,Graph Paper
2025-03-07,CUST0050,ITEM017,6,18.69,0.03,108.78,Stapler
2025-03-18,CUST0148,ITEM025,6,25.52,0.17,127.09,Correction Fluid
2025-04-05,CUST0149,ITEM027,7,13.99,0.15,83.24,File Tray
2025-03-15,CUST0100,ITEM029,5,31.66,0.19,128.22,Bulletin Board
2025-05-12,CUST0126,ITEM010,6,36.86,0.05,210.1,Protractor
2025-04-16,CUST0035,ITEM007,1,7.61,0.2,6.09,Highlighter
2025-04-26,CUST0049,ITEM019,6,24.44,0.18,120.24,Sticky Notes
2025-04-12,CUST0023,ITEM007,2,7.61,0.08,14.0,Highlighter
2025-04-14,CUST0059,ITEM001,4,21.85,0.03,84.78,Notebook
2025-04-29,CUST0006,ITEM007,2,7.61,0.06,14.31,Highlighter
2025-04-21,CUST0029,ITEM004,6,31.94,0.01,189.72,Eraser
2025-04-07,CUST0063,ITEM005,4,12.02,0.11,42.79,Sharpener
2025-03-06,CUST0108,ITEM021,10,32.53,0.02,318.79,Clipboard
2025-04-19,CUST0082,ITEM021,5,32.53,0.15,138.25,Clipboard
2025-03-15,CUST0135,ITEM008,6,43.98,0.01,261.24,Ruler
2025-03-28,CUST0002,ITEM010,5,36.86,0.1,165.87,Protractor
2025-03-07,CUST0090,ITEM010,4,36.86,0.08,135.64,Protractor
2025-03-06,CUST0020,ITEM013,3,42.46,0.17,105.73,Tape
2025-04-27,CUST0095,ITEM014,4,14.56,0.17,48.34,Binder
2025-03-09,CUST0066,ITEM029,3,31.66,0.16,79.78,Bulletin Board
2025-04-15,CUST0034,ITEM003,5,37.94,0.13,165.04,Pen
2025-05-11,CUST0083,ITEM020,3,18.11,0.13,47.27,Whiteboard Marker
2025-04-05,CUST0002,ITEM020,5,18.11,0.16,76.06,Whiteboard Marker
2025-04-27,CUST0148,ITEM010,8,36.86,0.08,271.29,Protractor
2025-03-16,CUST0021,ITEM010,4,36.86,0.11,131.22,Protractor
2025-05-02,CUST0068,ITEM025,4,25.52,0.12,89.83,Correction Fluid
2025-03-20,CUST0064,ITEM016,9,13.25,0.11,106.13,Calculator
2025-03-25,CUST0006,ITEM013,4,42.46,0.07,157.95,Tape
2025-04-08,CUST0029,ITEM007,3,7.61,0.06,21.46,Highlighter
2025-05-07,CUST0139,ITEM008,4,43.98,0.18,144.25,Ruler
2025-05-11,CUST0067,ITEM003,4,37.94,0.1,136.58,Pen
2025-04-27,CUST0061,ITEM008,5,43.98,0.11,195.71,Ruler
2025-03-31,CUST0133,ITEM025,4,25.52,0.11,90.85,Correction Fluid
2025-04-13,CUST0005,ITEM030,9,7.09,0.05,60.62,Push Pins
2025-05-07,CUST0037,ITEM011,6,5.93,0.18,29.18,Glue Stick
2025-05-03,CUST0077,ITEM029,5,31.66,0.17,131.39,Bulletin Board
2025-03-04,CUST0046,ITEM020,5,18.11,0.1,81.5,Whiteboard Marker
2025-03-22,CUST0001,ITEM022,9,11.28,0.15,86.29,Graph Paper
2025-04-25,CUST0032,ITEM028,4,28.14,0.12,99.05,Label Maker
2025-04-27,CUST0135,ITEM011,6,5.93,0.05,33.8,Glue Stick
2025-04-23,CUST0058,ITEM003,4,37.94,0.14,130.51,Pen
2025-05-16,CUST0076,ITEM002,9,47.78,0.03,417.12,Pencil
2025-05-14,CUST0040,ITEM011,5,5.93,0.05,28.17,Glue Stick
2025-03-05,CUST0027,ITEM028,8,28.14,0.01,222.87,Label Maker
2025-04-12,CUST0130,ITEM017,6,18.69,0.05,106.53,Stapler
2025-04-08,CUST0144,ITEM027,3,13.99,0.15,35.67,File Tray
2025-04-29,CUST0068,ITEM008,2,43.98,0.01,87.08,Ruler
2025-03-24,CUST0090,ITEM018,2,28.61,0.08,52.64,Paper Clips
2025-03-03,CUST0090,ITEM029,4,31.66,0.06,119.04,Bulletin Board
2025-03-11,CUST0044,ITEM017,4,18.69,0.17,62.05,Stapler
2025-03-22,CUST0097,ITEM015,7,13.18,0.02,90.41,Folder
2025-05-06,CUST0080,ITEM014,4,14.56,0.03,56.49,Binder
2025-03-27,CUST0026,ITEM004,2,31.94,0.05,60.69,Eraser
2025-03-26,CUST0118,ITEM008,3,43.98,0.15,112.15,Ruler
2025-03-06,CUST0059,ITEM019,2,24.44,0.09,44.48,Sticky Notes
2025-03-06,CUST0089,ITEM019,7,24.44,0.1,153.97,Sticky Notes
2025-04-28,CUST0024,ITEM003,5,37.94,0.02,185.91,Pen
2025-04-20,CUST0117,ITEM005,5,12.02,0.01,59.5,Sharpener
2025-05-06,CUST0100,ITEM013,4,42.46,0.06,159.65,Tape
2025-05-05,CUST0091,ITEM004,3,31.94,0.15,81.45,Eraser
2025-05-05,CUST0028,ITEM004,5,31.94,0.17,132.55,Eraser
2025-04-08,CUST0056,ITEM010,3,36.86,0.16,92.89,Protractor
2025-05-15,CUST0056,ITEM006,4,12.02,0.19,38.94,Marker
2025-04-09,CUST0099,ITEM025,6,25.52,0.05,145.46,Correction Fluid
2025-04-24,CUST0086,ITEM006,5,12.02,0.2,48.08,Marker
